Precinct,Registered_Voters,Absentee_TaylorRehmet,Early_TaylorRehmet,Election_TaylorRehmet,TotalVotes_TaylorRehmet,Absentee_LeighWambsganss,Early_LeighWambsganss,Election_LeighWambsganss,TotalVotes_LeighWambsganss,TotalVotesAll,VTD,CountyFIPS,County,CNTY,CNTYVTD,VTDKEY,total,anglo,nanglo,asian,black,hisp,bh,vap,anglovap,nanglovap,asianvap,blackvap,hispvap,bhvap,Winner,pct_hisp,Rehmet_Pct,Wambsganss_Pct,Vote_Margin_Pct,pct_nonwhite
3054,3929,10,232,183,425,9,184,163,356,781,3054,439,TARRANT,439,2203054,8323,5502,3746,1756,460,336,826,1133,3955,2824,1131,300,216,513,721,Taylor Rehmet,0.15012722646310434,54.41741357234315,45.58258642765685,8.834827144686301,0.31915667030170847
3063,1829,3,116,80,199,1,122,114,237,436,3063,439,TARRANT,439,2203063,8324,2338,1723,615,89,102,360,448,1858,1445,413,67,54,226,278,Leigh Wambsganss,0.15397775876817793,45.642201834862384,54.357798165137616,-8.715596330275233,0.2630453378956373
3072,2783,6,171,98,275,12,208,152,372,647,3072,439,TARRANT,439,2203072,8325,3497,2761,736,271,100,276,367,2718,2203,515,194,74,177,244,Leigh Wambsganss,0.07892479267943953,42.503863987635235,57.496136012364765,-14.99227202472953,0.21046611381183872
3131,1816,2,73,83,158,0,65,84,149,307,3131,439,TARRANT,439,2203131,8327,3106,1854,1252,90,328,752,1053,2463,1592,871,68,206,510,711,Taylor Rehmet,0.2421120412105602,51.465798045602604,48.534201954397396,2.9315960912052077,0.40309079201545395
3139,1497,2,67,59,128,4,44,48,96,224,3139,439,TARRANT,439,2203139,8328,2756,1336,1420,69,407,869,1241,2052,1092,960,47,243,588,820,Taylor Rehmet,0.3153120464441219,57.14285714285714,42.857142857142854,14.285714285714285,0.5152394775036284
3140,1925,6,95,83,184,0,87,79,166,350,3140,439,TARRANT,439,2203140,8329,2860,1939,921,96,139,567,679,2201,1585,616,74,85,362,440,Taylor Rehmet,0.19825174825174824,52.57142857142857,47.42857142857143,5.142857142857139,0.322027972027972
3152,50,0,1,1,2,0,1,2,3,5,3152,439,TARRANT,439,2203152,8330,71,51,20,6,3,11,14,52,39,13,2,3,7,10,Leigh Wambsganss,0.15492957746478872,40.0,60.0,-20.0,0.28169014084507044
3156,1825,2,88,74,164,2,117,87,206,370,3156,439,TARRANT,439,2203156,8331,2187,1587,600,86,99,305,397,1734,1339,395,55,55,197,250,Leigh Wambsganss,0.13946044810242342,44.32432432432433,55.67567567567567,-11.35135135135134,0.27434842249657065
3157,2492,2,87,116,205,2,77,37,116,321,3157,439,TARRANT,439,2203157,8332,4688,2342,2346,152,797,1273,2017,3469,1918,1551,105,519,829,1323,Taylor Rehmet,0.2715443686006826,63.862928348909655,36.13707165109034,27.725856697819317,0.5004266211604096
3164,2312,3,56,91,150,0,41,90,131,281,3164,439,TARRANT,439,2203164,8334,3752,2130,1622,91,259,1139,1384,2950,1841,1109,68,162,765,921,Taylor Rehmet,0.30357142857142855,53.380782918149464,46.619217081850536,6.761565836298928,0.43230277185501065
3166,2810,1,82,98,181,0,42,65,107,288,3166,439,TARRANT,439,2203166,8335,7236,2350,4886,323,1745,2737,4373,5173,1984,3189,246,1115,1730,2783,Taylor Rehmet,0.37824765063571036,62.84722222222222,37.15277777777778,25.694444444444443,0.6752349364289663
3172,2710,4,110,141,255,1,70,99,170,425,3172,439,TARRANT,439,2203172,8336,5120,2753,2367,144,720,1356,2038,3840,2268,1572,110,446,905,1326,Taylor Rehmet,0.26484375,60.0,40.0,20.0,0.4623046875
3176,3570,7,171,181,359,3,94,123,220,579,3176,439,TARRANT,439,2203176,8337,6482,3415,3067,276,966,1640,2565,5050,2930,2120,198,668,1078,1729,Taylor Rehmet,0.25300833076211043,62.00345423143351,37.99654576856649,24.006908462867017,0.47315643319962974
3177,2653,5,131,104,240,4,190,138,332,572,3177,439,TARRANT,439,2203177,8338,3323,2528,795,161,148,393,536,2664,2117,547,109,105,265,367,Leigh Wambsganss,0.11826662654228107,41.95804195804196,58.04195804195804,-16.08391608391608,0.23924164911224796
3185,2,0,0,0,0,0,0,0,0,0,3185,439,TARRANT,439,2203185,8340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
3187,1769,3,68,98,169,0,42,61,103,272,3187,439,TARRANT,439,2203187,8341,2661,1628,1033,151,149,625,765,2004,1322,682,103,94,406,498,Taylor Rehmet,0.23487410747839157,62.13235294117647,37.86764705882353,24.264705882352942,0.3881999248402856
3192,2459,3,57,83,143,3,126,116,245,388,3192,439,TARRANT,439,2203192,8342,1338,950,388,66,123,165,274,1110,809,301,50,95,129,215,Leigh Wambsganss,0.12331838565022421,36.855670103092784,63.144329896907216,-26.288659793814432,0.28998505231689087
3194,2502,3,57,109,169,1,60,63,124,293,3194,439,TARRANT,439,2203194,8344,4272,2296,1976,201,245,1425,1650,3146,1804,1342,166,149,945,1081,Taylor Rehmet,0.3335674157303371,57.67918088737202,42.32081911262799,15.358361774744033,0.46254681647940077
3196,2289,7,151,117,275,0,131,127,258,533,3196,439,TARRANT,439,2203196,8345,2739,2085,654,144,104,334,430,2226,1764,462,104,74,229,298,Taylor Rehmet,0.12194231471339904,51.594746716697934,48.405253283302066,3.1894934333958673,0.23877327491785322
3200,2484,6,155,108,269,1,126,75,202,471,3200,439,TARRANT,439,2203200,8346,3877,2349,1528,308,515,611,1094,3125,2031,1094,224,361,427,771,Taylor Rehmet,0.1575960794428682,57.11252653927813,42.88747346072187,14.225053078556257,0.3941191643022956
3209,4723,15,230,202,447,10,307,352,669,1116,3209,439,TARRANT,439,2203209,8347,5028,3989,1039,215,200,466,655,3877,3161,716,141,143,306,445,Leigh Wambsganss,0.09268098647573587,40.053763440860216,59.946236559139784,-19.892473118279568,0.20664280031821797
3212,2194,8,65,86,159,3,68,65,136,295,3212,439,TARRANT,439,2203212,8348,3742,1945,1797,226,941,522,1403,3010,1741,1269,176,610,377,955,Taylor Rehmet,0.13949759486905397,53.898305084745765,46.101694915254235,7.7966101694915295,0.480224478888295
3213,2149,3,83,114,200,1,40,62,103,303,3213,439,TARRANT,439,2203213,8349,3106,1895,1211,31,208,905,1085,2348,1556,792,22,119,568,676,Taylor Rehmet,0.2913715389568577,66.006600660066,33.993399339933994,32.013201320132005,0.38989053444945265
3214,3380,4,122,146,272,0,104,116,220,492,3214,439,TARRANT,439,2203214,8350,4911,2694,2217,521,535,1025,1527,3920,2277,1643,390,378,752,1115,Taylor Rehmet,0.2087151293015679,55.28455284552846,44.71544715447154,10.569105691056919,0.451435552840562
3215,2344,5,133,95,233,1,143,132,276,509,3215,439,TARRANT,439,2203215,8351,3199,2302,897,134,254,417,654,2635,2007,628,94,168,299,458,Leigh Wambsganss,0.13035323538605814,45.77603143418468,54.223968565815326,-8.447937131630646,0.2804001250390747
3240,4646,10,157,190,357,7,113,128,248,605,3240,439,TARRANT,439,2203240,8353,5763,2933,2830,647,709,1348,2002,3976,2148,1828,431,459,835,1271,Taylor Rehmet,0.23390595176123546,59.008264462809926,40.99173553719008,18.016528925619845,0.49106368211001217
3247,1896,5,77,43,125,0,39,49,88,213,3247,439,TARRANT,439,2203247,8354,4387,1622,2765,145,1669,843,2449,3205,1321,1884,110,1099,594,1654,Taylor Rehmet,0.1921586505584682,58.68544600938967,41.31455399061033,17.370892018779344,0.6302712559835879
3248,4143,11,244,195,450,1,266,239,506,956,3248,439,TARRANT,439,2203248,8355,5125,3990,1135,352,182,457,627,4004,3203,801,244,137,310,439,Leigh Wambsganss,0.08917073170731707,47.071129707112966,52.928870292887034,-5.857740585774067,0.22146341463414634
3254,2541,8,94,95,197,3,71,60,134,331,3254,439,TARRANT,439,2203254,8357,4203,2183,2020,216,733,899,1606,3257,1863,1394,167,468,619,1075,Taylor Rehmet,0.21389483702117534,59.516616314199396,40.483383685800604,19.033232628398792,0.48060908874613373
3282,1736,4,90,96,190,3,64,79,146,336,3282,439,TARRANT,439,2203282,8359,2456,1726,730,68,174,412,576,1956,1421,535,52,130,286,408,Taylor Rehmet,0.16775244299674266,56.547619047619044,43.452380952380956,13.095238095238088,0.2972312703583062
3286,1435,0,29,40,69,2,97,85,184,253,3286,439,TARRANT,439,2203286,8361,1431,992,439,266,60,69,121,985,738,247,143,30,36,63,Leigh Wambsganss,0.04821802935010482,27.27272727272727,72.72727272727273,-45.45454545454547,0.30677847658979734
3287,2794,1,83,127,211,2,65,109,176,387,3287,439,TARRANT,439,2203287,8362,4264,2616,1648,335,236,974,1181,3273,2108,1165,253,156,653,793,Taylor Rehmet,0.22842401500938087,54.52196382428941,45.47803617571059,9.043927648578816,0.38649155722326456
3289,2959,2,105,98,205,2,107,79,188,393,3289,439,TARRANT,439,2203289,8363,5269,2744,2525,329,351,1694,2014,3960,2248,1712,223,229,1137,1350,Taylor Rehmet,0.32150313152400833,52.16284987277354,47.837150127226465,4.325699745547077,0.4792180679445815
3324,2614,5,113,126,244,1,88,83,172,416,3324,439,TARRANT,439,2203324,8367,4070,2519,1551,145,468,872,1289,3160,2096,1064,113,291,569,841,Taylor Rehmet,0.21425061425061426,58.65384615384615,41.34615384615385,17.307692307692307,0.3810810810810811
3325,1177,3,37,48,88,0,47,64,111,199,3325,439,TARRANT,439,2203325A,8368,1763,1056,707,47,97,474,564,1372,896,476,34,51,312,359,Leigh Wambsganss,0.2688598979013046,44.221105527638194,55.778894472361806,-11.557788944723612,0.4010209869540556
3326,1508,1,95,49,145,0,38,27,65,210,3326,439,TARRANT,439,2203326,8370,1822,1094,728,67,230,399,615,1492,967,525,56,162,276,432,Taylor Rehmet,0.21899012074643248,69.04761904761905,30.952380952380953,38.0952380952381,0.3995609220636663
3327,1665,0,114,98,212,0,96,90,186,398,3327,439,TARRANT,439,2203327,8371,2059,1427,632,86,116,359,453,1698,1233,465,73,82,259,328,Taylor Rehmet,0.174356483729966,53.266331658291456,46.733668341708544,6.532663316582912,0.30694511898980087
3332,3495,4,111,163,278,1,49,60,110,388,3332,439,TARRANT,439,2203332,8375,6240,2841,3399,730,865,1664,2472,4463,2235,2228,548,472,1080,1523,Taylor Rehmet,0.26666666666666666,71.64948453608247,28.350515463917525,43.298969072164944,0.5447115384615384
3333,4601,14,290,228,532,13,204,178,395,927,3333,439,TARRANT,439,2203333,8376,6048,4004,2044,319,584,921,1471,4813,3365,1448,229,398,626,1006,Taylor Rehmet,0.15228174603174602,57.38942826321467,42.61057173678533,14.778856526429337,0.33796296296296297
3334,2231,4,139,80,223,0,92,62,154,377,3334,439,TARRANT,439,2203334,8377,3559,2030,1529,212,617,615,1195,2893,1773,1120,148,442,452,869,Taylor Rehmet,0.1728013486934532,59.15119363395226,40.84880636604775,18.302387267904514,0.42961506041022757
3359,2279,6,180,114,300,3,217,120,340,640,3359,439,TARRANT,439,2203359,8380,2930,2162,768,398,76,196,267,2068,1605,463,249,56,108,160,Leigh Wambsganss,0.06689419795221843,46.875,53.125,-6.25,0.2621160409556314
3363,1749,0,62,56,118,0,80,82,162,280,3363,439,TARRANT,439,2203363,8382,858,687,171,10,28,110,135,644,520,124,10,26,67,91,Leigh Wambsganss,0.1282051282051282,42.142857142857146,57.85714285714286,-15.714285714285715,0.1993006993006993
3364,1594,1,41,56,98,1,37,47,85,183,3364,439,TARRANT,439,2203364,8383,1954,1015,939,158,397,353,732,1526,860,666,114,279,238,507,Taylor Rehmet,0.18065506653019447,53.551912568306015,46.44808743169399,7.1038251366120235,0.4805527123848516
3365,4520,10,274,190,474,9,341,287,637,1111,3365,439,TARRANT,439,2203365,8384,5654,4535,1119,299,167,478,630,4089,3365,724,186,111,315,420,Leigh Wambsganss,0.08454191722674213,42.66426642664267,57.33573357335734,-14.671467146714669,0.19791298195967458
3367,1781,2,95,85,182,1,74,87,162,344,3367,439,TARRANT,439,2203367,8385,2421,1785,636,110,128,341,461,1858,1425,433,85,91,210,297,Taylor Rehmet,0.14085088806278398,52.90697674418605,47.093023255813954,5.8139534883721,0.26270136307311026
3372,4135,7,130,214,351,3,90,122,215,566,3372,439,TARRANT,439,2203372,8387,6546,3883,2663,750,657,1128,1733,4447,2681,1766,542,402,702,1086,Taylor Rehmet,0.17231897341888175,62.014134275618375,37.985865724381625,24.02826855123675,0.40681332111212953
3386,2712,4,191,88,283,11,222,174,407,690,3386,439,TARRANT,439,2203386,8390,3206,2540,666,188,118,266,376,2405,1972,433,130,79,163,238,Leigh Wambsganss,0.08296943231441048,41.01449275362319,58.98550724637681,-17.971014492753625,0.20773549594510293
3387,2169,6,128,109,243,2,163,155,320,563,3387,439,TARRANT,439,2203387,8391,2738,2182,556,74,75,325,382,2141,1765,376,60,41,213,247,Leigh Wambsganss,0.11869978086194302,43.16163410301954,56.838365896980456,-13.676731793960919,0.20306793279766253
3392,2415,1,161,105,267,8,197,176,381,648,3392,439,TARRANT,439,2203392,8395,3062,2363,699,219,77,330,399,2244,1792,452,149,57,191,246,Leigh Wambsganss,0.1077726975832789,41.2037037037037,58.79629629629629,-17.592592592592588,0.22828216851730895
3398,1751,4,53,73,130,0,54,67,121,251,3398,439,TARRANT,439,2203398,8397,2566,1668,898,130,181,509,680,1963,1339,624,107,115,342,452,Taylor Rehmet,0.19836321122369446,51.79282868525896,48.20717131474104,3.5856573705179215,0.34996102883865937
3406,0,0,0,0,0,0,0,0,0,0,3406,439,TARRANT,439,2203406,8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
3409,53,0,0,0,0,0,0,0,0,0,3409,439,TARRANT,439,2203409,8399,201,50,151,6,11,130,140,144,45,99,2,6,85,90,Tie,0.6467661691542289,0,0,0,0.7512437810945274
3417,2696,0,101,152,253,2,63,77,142,395,3417,439,TARRANT,439,2203417,8400,4562,2437,2125,429,673,890,1520,3149,1765,1384,282,427,588,994,Taylor Rehmet,0.19508987286277948,64.0506329113924,35.949367088607595,28.101265822784804,0.46580447172292855
3422,3017,2,147,128,277,3,139,239,381,658,3422,439,TARRANT,439,2203422,8402,3754,2360,1394,690,213,384,591,2474,1628,846,429,133,215,348,Leigh Wambsganss,0.10229088971763452,42.097264437689965,57.90273556231003,-15.805471124620063,0.37133724027703785
3433,608,0,40,26,66,4,33,44,81,147,3433,439,TARRANT,439,2203433,8403,839,648,191,51,37,83,118,709,553,156,32,36,65,99,Leigh Wambsganss,0.09892729439809297,44.89795918367347,55.10204081632652,-10.20408163265305,0.22765196662693682
3447,0,0,0,0,0,0,0,0,0,0,3447,439,TARRANT,439,2203447,8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
3465,3958,6,168,211,385,3,97,114,214,599,3465,439,TARRANT,439,2203465,8407,6551,3638,2913,507,786,1513,2241,4597,2697,1900,320,507,981,1454,Taylor Rehmet,0.2309571057853763,64.27378964941569,35.72621035058431,28.54757929883138,0.444664936650893
3470,159,0,4,1,5,0,6,4,10,15,3470,439,TARRANT,439,2203470,8409,267,119,148,42,11,94,103,195,99,96,23,7,64,71,Leigh Wambsganss,0.352059925093633,33.33333333333333,66.66666666666666,-33.33333333333333,0.5543071161048689
3471,1874,5,129,81,215,6,144,123,273,488,3471,439,TARRANT,439,2203471,8410,2303,1835,468,140,76,196,262,1705,1411,294,84,50,117,164,Leigh Wambsganss,0.0851063829787234,44.05737704918033,55.942622950819676,-11.885245901639344,0.2032132001736865
3486,4569,6,232,252,490,1,154,170,325,815,3486,439,TARRANT,439,2203486,8411,6496,4125,2371,566,648,1018,1618,4323,2846,1477,345,377,621,983,Taylor Rehmet,0.15671182266009853,60.122699386503065,39.87730061349693,20.245398773006137,0.36499384236453203
3500,505,2,8,10,20,0,18,12,30,50,3500,439,TARRANT,439,2203500,8412,688,524,164,31,38,84,122,548,436,112,20,24,55,79,Leigh Wambsganss,0.12209302325581395,40.0,60.0,-20.0,0.23837209302325582
3502,1688,4,102,60,166,4,150,133,287,453,3502,439,TARRANT,439,2203502,8413,1948,1627,321,81,32,150,177,1463,1259,204,50,16,94,106,Leigh Wambsganss,0.07700205338809035,36.64459161147903,63.35540838852097,-26.71081677704194,0.16478439425051336
3507,2838,4,139,104,247,0,77,85,162,409,3507,439,TARRANT,439,2203507,8414,4311,2596,1715,153,398,1028,1390,3181,2049,1132,112,232,688,906,Taylor Rehmet,0.23845975411737416,60.391198044009776,39.60880195599022,20.78239608801956,0.39781953143122245
3509,2276,3,84,88,175,1,69,78,148,323,3509,439,TARRANT,439,2203509,8415,3483,2165,1318,163,244,771,985,2646,1737,909,122,142,530,654,Taylor Rehmet,0.22136089577950044,54.179566563467496,45.82043343653251,8.359133126934985,0.3784094171691071
3517,2620,6,99,64,169,5,102,35,142,311,3517,439,TARRANT,439,2203517,8419,4753,2345,2408,328,1199,837,1987,3956,2159,1797,265,858,607,1441,Taylor Rehmet,0.1760993057016621,54.340836012861736,45.659163987138264,8.681672025723472,0.5066273932253313
3526,1365,1,98,48,147,2,125,94,221,368,3526,439,TARRANT,439,2203526,8420,1642,1194,448,246,39,109,148,1225,924,301,152,37,73,110,Leigh Wambsganss,0.06638246041412911,39.94565217391305,60.05434782608695,-20.108695652173907,0.2728380024360536
3527,2743,6,128,137,271,3,149,153,305,576,3527,439,TARRANT,439,2203527,8421,3522,2588,934,160,184,486,651,2745,2062,683,112,123,340,457,Leigh Wambsganss,0.13798977853492334,47.04861111111111,52.951388888888886,-5.902777777777779,0.26519023282226006
3529,0,5,191,157,353,0,199,189,388,741,3529,439,TARRANT,439,2203529,8422,3891,2369,1522,1039,144,259,393,2583,1686,897,598,87,156,240,Leigh Wambsganss,0.0665638653302493,47.638326585695005,52.36167341430499,-4.723346828609984,0.39115908506810587
3538,4043,4,313,168,485,2,344,215,561,1046,3538,439,TARRANT,439,2203538,8424,5453,3627,1826,1011,192,501,676,3718,2549,1169,649,124,310,425,Leigh Wambsganss,0.09187603154227031,46.367112810707454,53.632887189292546,-7.265774378585093,0.33486154410416286
3545,2594,6,172,102,280,3,268,191,462,742,3545,439,TARRANT,439,2203545,8427,3280,2352,928,479,118,247,364,2392,1806,586,289,73,148,220,Leigh Wambsganss,0.07530487804878049,37.735849056603776,62.264150943396224,-24.52830188679245,0.28292682926829266
3552,3695,5,120,173,298,3,67,95,165,463,3552,439,TARRANT,439,2203552,8428,6224,2966,3258,810,1109,1245,2285,4294,2170,2124,557,675,794,1435,Taylor Rehmet,0.20003213367609254,64.36285097192224,35.63714902807775,28.72570194384449,0.5234575835475579
3554,3098,10,227,131,368,3,223,191,417,785,3554,439,TARRANT,439,2203554,8429,3978,3022,956,330,145,355,493,2994,2337,657,224,94,230,323,Leigh Wambsganss,0.08924082453494218,46.87898089171975,53.12101910828025,-6.242038216560502,0.24032176973353445
3558,3663,9,249,140,398,5,353,213,571,969,3558,439,TARRANT,439,2203558,8430,4618,3407,1211,662,107,332,432,3313,2576,737,386,68,202,267,Leigh Wambsganss,0.07189259419662192,41.073271413828685,58.92672858617131,-17.853457172342623,0.26223473365093114
3560,0,0,0,0,0,0,0,0,0,0,3560,439,TARRANT,439,2203560,8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
3567,2342,2,66,81,149,8,80,79,167,316,3567,439,TARRANT,439,2203567,8434,2173,1338,835,82,330,336,650,1500,982,518,63,191,209,392,Leigh Wambsganss,0.15462494247583985,47.151898734177216,52.84810126582279,-5.696202531645575,0.38426138978370916
3570,3220,3,114,122,239,2,71,90,163,402,3570,439,TARRANT,439,2203570,8435,5565,2995,2570,784,630,1010,1599,3969,2270,1699,521,417,650,1054,Taylor Rehmet,0.18149146451033243,59.452736318407965,40.547263681592035,18.90547263681593,0.4618149146451033
3575,0,0,0,0,0,0,0,0,0,0,3575,439,TARRANT,439,2203575,8437,12,3,9,0,6,2,7,10,3,7,0,5,0,5,Tie,0.16666666666666666,0,0,0,0.75
3579,977,5,49,42,96,0,81,53,134,230,3579,439,TARRANT,439,2203579,8438,1212,899,313,120,51,102,150,932,724,208,78,35,62,94,Leigh Wambsganss,0.08415841584158416,41.73913043478261,58.26086956521739,-16.52173913043478,0.25825082508250824
3580,0,0,0,0,0,0,0,0,0,0,3580,439,TARRANT,439,2203580,8439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
3582,27,0,0,0,0,0,2,10,12,12,3582,439,TARRANT,439,2203582,8440,108,46,62,12,10,32,38,85,41,44,9,4,26,28,Leigh Wambsganss,0.2962962962962963,0.0,100.0,-100.0,0.5740740740740741
3583,0,0,0,0,0,0,0,0,0,0,3583,439,TARRANT,439,2203583,8441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
3584,0,0,0,0,0,0,0,0,0,0,3584,439,TARRANT,439,2203584,8442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
3585,0,0,0,0,0,0,0,0,0,0,3585,439,TARRANT,439,2203585,8443,31,8,23,2,7,9,15,28,7,21,2,6,8,14,Tie,0.2903225806451613,0,0,0,0.7419354838709677
3590,0,0,0,0,0,0,0,0,0,0,3590,439,TARRANT,439,2203590,8444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
3624,403,0,23,11,34,0,19,21,40,74,3624,439,TARRANT,439,2203624,8445,568,243,325,281,22,23,40,380,194,186,158,16,13,26,Leigh Wambsganss,0.040492957746478875,45.94594594594595,54.054054054054056,-8.108108108108105,0.5721830985915493
3626,817,6,46,18,70,8,57,39,104,174,3626,439,TARRANT,439,2203626,8446,1031,828,203,66,46,64,108,898,746,152,45,34,52,85,Leigh Wambsganss,0.06207565470417071,40.229885057471265,59.77011494252874,-19.540229885057478,0.19689621726479145
3637,3043,7,116,129,252,0,47,48,95,347,3637,439,TARRANT,439,2203637,8447,4461,2083,2378,662,719,928,1611,3209,1577,1632,465,451,635,1074,Taylor Rehmet,0.20802510647836808,72.62247838616715,27.37752161383285,45.24495677233429,0.5330643353508182
3646,4047,3,70,180,253,0,60,105,165,418,3646,439,TARRANT,439,2203646,8448,6000,3615,2385,400,685,1121,1758,4346,2695,1651,286,485,735,1192,Taylor Rehmet,0.18683333333333332,60.526315789473685,39.473684210526315,21.05263157894737,0.3975
3647,3996,11,205,229,445,13,111,139,263,708,3647,439,TARRANT,439,2203647,8449,6657,3912,2745,793,809,997,1762,4990,3025,1965,574,564,720,1258,Taylor Rehmet,0.14976716238545892,62.85310734463276,37.14689265536723,25.70621468926553,0.41234790446146913
3648,4303,0,179,210,389,3,108,188,299,688,3648,439,TARRANT,439,2203648,8450,6198,3716,2482,613,707,1017,1677,4177,2613,1564,412,407,630,1014,Taylor Rehmet,0.16408518877057116,56.5406976744186,43.4593023255814,13.081395348837205,0.4004517586318167
3653,0,0,0,0,0,0,0,0,0,0,3653,439,TARRANT,439,2203653,8451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
